id,queue_name,entity_id,entity_table,action,simulation_time,simulation_datetime,priority,queue_length_before,queue_length_after,wait_time
275,FIFOQueue,47,Project,entry,5291.996539165348,2024-01-04 16:11:59.792350,,0,1,
276,FIFOQueue,47,Project,exit,5291.996539165348,2024-01-04 16:11:59.792350,,1,0,0.0
277,FIFOQueue,48,Project,entry,5323.48334327469,2024-01-04 16:43:29.000596,,0,1,
278,FIFOQueue,48,Project,exit,5323.48334327469,2024-01-04 16:43:29.000596,,1,0,0.0
279,FIFOQueue,47,Project,entry,5354.282531277695,2024-01-04 17:14:16.951877,,0,1,
280,FIFOQueue,47,Project,exit,5354.282531277695,2024-01-04 17:14:16.951877,,1,0,0.0
281,FIFOQueue,49,Project,entry,5375.912254058711,2024-01-04 17:35:54.735244,,0,1,
282,FIFOQueue,49,Project,exit,5375.912254058711,2024-01-04 17:35:54.735244,,1,0,0.0
283,FIFOQueue,48,Project,entry,5384.535777318045,2024-01-04 17:44:32.146639,,0,1,
284,FIFOQueue,48,Project,exit,5384.535777318045,2024-01-04 17:44:32.146639,,1,0,0.0
285,FIFOQueue,50,Project,entry,5386.360882006037,2024-01-04 17:46:21.652920,,0,1,
286,FIFOQueue,50,Project,exit,5386.360882006037,2024-01-04 17:46:21.652920,,1,0,0.0
287,FIFOQueue,51,Project,entry,5413.359073069866,2024-01-04 18:13:21.544384,,0,1,
288,FIFOQueue,49,Project,entry,5439.759600524862,2024-01-04 18:39:45.576031,,1,2,
289,FIFOQueue,51,Project,exit,5439.759600524862,2024-01-04 18:39:45.576031,,2,1,26.400527454996336
290,FIFOQueue,49,Project,exit,5439.759600524862,2024-01-04 18:39:45.576031,,1,0,0.0
291,FIFOQueue,50,Project,entry,5449.510288994643,2024-01-04 18:49:30.617340,,0,1,
292,FIFOQueue,50,Project,exit,5449.510288994643,2024-01-04 18:49:30.617340,,1,0,0.0
293,FIFOQueue,46,Project,entry,5452.878933406918,2024-01-04 18:52:52.736004,,0,1,
294,FIFOQueue,46,Project,exit,5452.878933406918,2024-01-04 18:52:52.736004,,1,0,0.0
295,FIFOQueue,52,Project,entry,5474.52644708384,2024-01-04 19:14:31.586825,,0,1,
296,FIFOQueue,52,Project,exit,5474.52644708384,2024-01-04 19:14:31.586825,,1,0,0.0
297,FIFOQueue,51,Project,entry,5502.720900581401,2024-01-04 19:42:43.254035,,0,1,
298,FIFOQueue,51,Project,exit,5502.720900581401,2024-01-04 19:42:43.254035,,1,0,0.0
299,FIFOQueue,48,Project,entry,5536.084771924118,2024-01-04 20:16:05.086315,,0,1,
300,FIFOQueue,48,Project,exit,5536.084771924118,2024-01-04 20:16:05.086315,,1,0,0.0
301,FIFOQueue,52,Project,entry,5537.2729902847495,2024-01-04 20:17:16.379417,,0,1,
302,FIFOQueue,52,Project,exit,5537.2729902847495,2024-01-04 20:17:16.379417,,1,0,0.0
303,FIFOQueue,50,Project,entry,5612.913122594758,2024-01-04 21:32:54.787356,,0,1,
304,FIFOQueue,50,Project,exit,5612.913122594758,2024-01-04 21:32:54.787356,,1,0,0.0
305,FIFOQueue,53,Project,entry,5622.899233334611,2024-01-04 21:42:53.954000,,0,1,
306,FIFOQueue,53,Project,exit,5622.899233334611,2024-01-04 21:42:53.954000,,1,0,0.0
307,FIFOQueue,47,Project,entry,5642.838815800889,2024-01-04 22:02:50.328948,,0,1,
308,FIFOQueue,47,Project,exit,5642.838815800889,2024-01-04 22:02:50.328948,,1,0,0.0
309,FIFOQueue,54,Project,entry,5644.512125541805,2024-01-04 22:04:30.727533,,0,1,
310,FIFOQueue,54,Project,exit,5644.512125541805,2024-01-04 22:04:30.727533,,1,0,0.0
311,FIFOQueue,49,Project,entry,5665.447285117972,2024-01-04 22:25:26.837107,,0,1,
312,FIFOQueue,49,Project,exit,5665.447285117972,2024-01-04 22:25:26.837107,,1,0,0.0
313,FIFOQueue,51,Project,entry,5669.703811676022,2024-01-04 22:29:42.228701,,0,1,
314,FIFOQueue,51,Project,exit,5669.703811676022,2024-01-04 22:29:42.228701,,1,0,0.0
315,FIFOQueue,53,Project,entry,5682.496079191938,2024-01-04 22:42:29.764752,,0,1,
316,FIFOQueue,53,Project,exit,5682.496079191938,2024-01-04 22:42:29.764752,,1,0,0.0
317,FIFOQueue,54,Project,entry,5709.010175590228,2024-01-04 23:09:00.610535,,0,1,
318,FIFOQueue,54,Project,exit,5709.010175590228,2024-01-04 23:09:00.610535,,1,0,0.0
319,FIFOQueue,55,Project,entry,5732.117362298325,2024-01-04 23:32:07.041738,,0,1,
320,FIFOQueue,55,Project,exit,5732.117362298325,2024-01-04 23:32:07.041738,,1,0,0.0
321,FIFOQueue,52,Project,entry,5772.4275778288875,2024-01-05 00:12:25.654670,,0,1,
322,FIFOQueue,52,Project,exit,5772.4275778288875,2024-01-05 00:12:25.654670,,1,0,0.0
323,FIFOQueue,56,Project,entry,5775.439214342221,2024-01-05 00:15:26.352861,,0,1,
324,FIFOQueue,56,Project,exit,5775.439214342221,2024-01-05 00:15:26.352861,,1,0,0.0
325,FIFOQueue,55,Project,entry,5786.4406256589655,2024-01-05 00:26:26.437540,,0,1,
326,FIFOQueue,55,Project,exit,5786.4406256589655,2024-01-05 00:26:26.437540,,1,0,0.0
327,FIFOQueue,57,Project,entry,5787.797359092115,2024-01-05 00:27:47.841546,,0,1,
328,FIFOQueue,57,Project,exit,5787.797359092115,2024-01-05 00:27:47.841546,,1,0,0.0
329,FIFOQueue,58,Project,entry,5825.442743062443,2024-01-05 01:05:26.564584,,0,1,
330,FIFOQueue,56,Project,entry,5840.280059492054,2024-01-05 01:20:16.803570,,1,2,
331,FIFOQueue,58,Project,exit,5840.280059492054,2024-01-05 01:20:16.803570,,2,1,14.837316429610837
332,FIFOQueue,56,Project,exit,5840.280059492054,2024-01-05 01:20:16.803570,,1,0,0.0
333,FIFOQueue,57,Project,entry,5843.636109214191,2024-01-05 01:23:38.166553,,0,1,
334,FIFOQueue,57,Project,exit,5843.636109214191,2024-01-05 01:23:38.166553,,1,0,0.0
335,FIFOQueue,53,Project,entry,5857.840408134201,2024-01-05 01:37:50.424488,,0,1,
336,FIFOQueue,53,Project,exit,5857.840408134201,2024-01-05 01:37:50.424488,,1,0,0.0
337,FIFOQueue,59,Project,entry,5859.534272414148,2024-01-05 01:39:32.056345,,0,1,
338,FIFOQueue,59,Project,exit,5859.534272414148,2024-01-05 01:39:32.056345,,1,0,0.0
339,FIFOQueue,54,Project,entry,5877.916919199891,2024-01-05 01:57:55.015152,,0,1,
340,FIFOQueue,54,Project,exit,5877.916919199891,2024-01-05 01:57:55.015152,,1,0,0.0
341,FIFOQueue,59,Project,entry,5909.424035759317,2024-01-05 02:29:25.442146,,0,1,
342,FIFOQueue,59,Project,exit,5909.424035759317,2024-01-05 02:29:25.442146,,1,0,0.0
343,FIFOQueue,58,Project,entry,5909.596798447132,2024-01-05 02:29:35.807907,,0,1,
344,FIFOQueue,58,Project,exit,5909.596798447132,2024-01-05 02:29:35.807907,,1,0,0.0
345,FIFOQueue,60,Project,entry,5991.060964307507,2024-01-05 03:51:03.657858,,0,1,
346,FIFOQueue,60,Project,exit,5991.060964307507,2024-01-05 03:51:03.657858,,1,0,0.0
347,FIFOQueue,57,Project,entry,5998.835694947385,2024-01-05 03:58:50.141697,,0,1,
348,FIFOQueue,57,Project,exit,5998.835694947385,2024-01-05 03:58:50.141697,,1,0,0.0
